datetime,sea_high,salt,wind_speed,wind_dir,temp,pressure,sea_speed,sea_dir_i,sea_dir_s,sea_temp,can_sail
2025-04-14 2:10,27.8,34.04,4.37,156.1,6.76,1000.45,27.65,339,³²,11.125,0
2025-04-14 2:20,31.4,34.04,5.18,165.6,6.74,1000.39,28.7,337,³²,11.135,0
2025-04-14 2:30,32.2,34.04,5.45,172.3,6.82,1000.47,29.25,337,³²,11.17,0
2025-04-14 2:40,33.3,34.01,5.71,180.6,6.76,1000.62,28.5,336.5,³²,11.145,0
2025-04-14 2:50,33.3,34.02,5.74,194.8,6.79,1000.67,29.8,342,³²,11.17,0
2025-04-14 3:00,34.6,34.04,5.83,220.1,6.93,1000.52,28.7,341.5,³²,11.17,0
2025-04-14 3:10,36,34.03,5.75,228.1,7.11,1000.43,28.45,341.5,³²,11.18,0
2025-04-14 3:20,34.6,34.03,7.34,233.4,7.18,1000.3,29.35,341.5,³²,11.195,0
2025-04-14 3:30,36.3,34.04,7.83,235.4,7.18,1000.29,27.1,341.5,³²,11.175,0
2025-04-14 3:40,35.2,34.05,7.67,232.7,7.2,1000.3,27.95,348.5,³²,11.17,0
2025-04-14 3:50,36.1,34.06,7.08,238.5,7.1,1000.3,25.8,355,³²,11.18,0
2025-04-14 4:00,37.2,34.06,6.49,237.7,7.13,1000.24,26.25,353,³²,11.2,0
2025-04-14 4:10,37.2,34.05,6.62,237,7.15,1000.23,26.55,351,³²,11.225,0
2025-04-14 4:20,35.9,34.03,6.79,235.6,7.21,1000.19,27.7,355.5,³²³²¼­,11.235,0
2025-04-14 4:30,38.6,34.05,6.6,238.4,7.14,999.93,27.5,355,³²³²¼­,11.245,0
2025-04-14 4:40,37.2,34.04,5.8,240.8,7.04,999.72,28.2,353.5,³²¼­,11.235,0
2025-04-14 4:50,35,34.02,5.81,236.1,7.19,999.59,27.6,352.5,³²³²¼­,11.24,0
2025-04-14 5:00,34.6,34.03,6.39,229,7.31,999.34,28.35,351.5,³²¼­,11.26,0
2025-04-14 5:10,37.3,34,6.73,222.4,7.43,999.18,28.95,353,³²¼­,11.29,0
2025-04-14 5:20,38.3,34.01,6.88,222.8,7.36,999.15,26.75,352.5,¼­,11.31,0
2025-04-14 5:30,35.4,34.02,7.01,222.2,7.5,999.09,26.8,351,¼­ºÏ¼­,11.315,0
2025-04-14 5:40,33.5,34.02,6.41,220.1,7.59,999.08,25.5,352,ºÏ¼­,11.33,0
2025-04-14 5:50,35.7,34.01,7.8,205.6,7.4,999.42,26.2,346.5,ºÏºÏ¼­,11.355,0
2025-04-14 6:00,35.6,34,7.28,205.9,7.01,999.37,26.3,348.5,ºÏ¼­,11.36,0
2025-04-14 6:10,33.6,34.01,5.98,213.3,7.38,999.2,26.5,347,ºÏºÏ¼­,11.325,0
2025-04-14 6:20,35.4,34.01,6.11,203.6,7.41,999.21,24.7,349,ºÏºÏ¼­,11.34,0
2025-04-14 6:30,33.1,34.04,6.01,204,7.3,999.02,24.55,350.5,ºÏºÏ¼­,11.335,0
2025-04-14 6:40,32.3,34.04,5.59,194.9,7.21,998.99,23.35,353.5,ºÏºÏ¼­,11.335,0
2025-04-14 6:50,35.3,34.04,5.8,190.5,7.04,998.9,22.2,353.5,ºÏºÏ¼­,11.355,0
2025-04-14 7:00,33.2,34,5.73,187,6.83,998.96,23.6,351.5,ºÏºÏ¼­,11.32,0
2025-04-14 7:10,33.6,34.03,5.32,181.2,6.76,999.14,21.95,352,ºÏºÏ¼­,11.33,0
2025-04-14 7:20,33.2,34.05,4.09,188.7,6.71,999.2,24.1,353.5,ºÏºÏ¼­,11.315,0
2025-04-14 7:30,33.2,34.05,3.53,187.8,6.68,999.39,23.45,353.5,ºÏºÏ¼­,11.305,0
2025-04-14 7:40,32.7,34.05,3.03,190.1,6.91,999.5,21.6,351,ºÏºÏ¼­,11.32,0
2025-04-14 7:50,33.8,34.09,3.51,180.4,7.09,999.34,22.2,353.5,ºÏ,11.295,0
2025-04-14 8:00,33,34.03,4.07,173.8,6.99,999.13,22.45,350.5,ºÏ,11.285,0
2025-04-14 8:10,30.9,34.04,4.67,177.3,7.09,999,21.2,353,ºÏ,11.265,0
2025-04-14 8:20,33.8,34.05,5.26,184.5,7.03,998.95,18.9,179,ºÏ,11.225,0
2025-04-14 8:30,32.3,34.05,5.35,183.9,7,999,20.15,178.5,ºÏ,11.17,0
2025-04-14 8:40,31.4,34.07,5.14,179.4,7.31,999,17.2,354,ºÏ,11.085,0
2025-04-14 8:50,29.3,34.07,4.97,180.7,7.43,998.9,14.75,358.5,ºÏ,11.03,0
2025-04-14 9:00,32.3,34.04,5.22,176.7,7.8,998.9,19.7,357,ºÏ,11.02,0
2025-04-14 9:10,33.8,34.05,6.68,168.6,7.71,998.91,17.75,178,ºÏ,11.05,0
2025-04-14 9:20,31.8,34,7.48,174.2,7.59,999.06,15.95,351,ºÏºÏµ¿,11.035,0
2025-04-14 9:30,33.2,34,6.69,173.3,7.45,998.91,20.3,352,ºÏºÏ¼­,11.005,0
2025-04-14 9:40,30.3,34.03,6.47,167.6,7.41,998.89,18.85,0.5,ºÏºÏµ¿,11.04,0
2025-04-14 9:50,32.2,34.01,6.01,161.7,7.42,998.7,19.95,348.5,ºÏºÏµ¿,11.035,0
2025-04-14 10:00,33.3,34,5.99,162.6,7.42,998.6,20.25,343.5,µ¿³²µ¿,11.035,0
2025-04-14 10:10,32.5,34.02,6.46,163.5,7.35,998.57,20.6,339,µ¿ºÏµ¿,11.04,0
2025-04-14 10:20,33.8,34,6.93,161.7,7.5,998.57,20.8,343,³²µ¿,11.05,0
2025-04-14 10:30,33.6,34.04,7.02,167.6,7.56,998.6,19.9,342.5,µ¿³²µ¿,11.065,0
2025-04-14 10:40,32.8,34,7.71,165.7,7.62,998.6,23.15,338,³²³²µ¿,11.065,0
2025-04-14 10:50,30.3,34.01,7.24,163.9,7.67,998.66,21.85,339.5,³²,11.085,0
2025-04-14 11:00,32.2,34,7.46,166.6,7.68,998.69,23.4,335.5,³²,11.09,0
2025-04-14 11:10,35.4,34,7.33,169.9,7.67,998.87,24.75,340.5,³²³²µ¿,11.09,0
2025-04-14 11:20,33.2,34.01,7.51,169.2,7.64,998.93,27.85,338,³²³²µ¿,11.09,0
2025-04-14 11:30,34.1,34,7.13,167.7,7.83,998.96,26.2,342.5,³²³²µ¿,11.105,0
2025-04-14 11:40,33.2,34.01,6.96,168.1,7.91,998.88,28.3,338.5,³²µ¿,11.095,0
2025-04-14 11:50,34.2,34,5.89,163,8,998.75,26.45,340.5,³²µ¿,11.14,0
2025-04-14 12:00,35,34,5.77,159.7,8.05,998.65,27.25,342,³²³²µ¿,11.145,0
2025-04-14 12:10,34.4,34,5.42,156.4,8.11,998.57,26.2,342.5,³²³²µ¿,11.17,0
2025-04-14 12:20,36.2,34,5.73,162.3,7.94,998.56,26.85,338,³²³²µ¿,11.15,0
2025-04-14 12:30,36.4,34,5.18,159.5,7.96,998.46,27.2,333,³²³²µ¿,11.13,0
2025-04-14 12:40,33.9,34,5.62,154.9,7.74,998.24,24.95,339.5,³²³²µ¿,11.13,0
2025-04-14 12:50,35.3,34,6.19,141.4,7.52,997.9,23.3,335,³²,11.12,0
2025-04-14 13:00,32.9,34,5.18,142.7,7.58,997.89,27.4,333,³²,11.09,0
2025-04-14 13:10,38.1,34,4.84,137.9,7.48,997.73,25.75,329.5,³²³²µ¿,11.06,0
2025-04-14 13:20,37.7,34,5.7,122.2,7.46,997.43,28,333.5,³²³²µ¿,11.055,0
2025-04-14 13:30,35.3,34,4.56,130.4,7.24,997.42,25.25,336,³²³²µ¿,11.035,0
2025-04-14 13:40,34.7,34,3.95,184.7,7.23,997.44,28.5,334,³²³²µ¿,11.04,0
2025-04-14 13:50,35.7,34.01,4.03,239.4,6.98,997.55,28.55,332.5,³²³²µ¿,11.05,0
2025-04-14 14:00,36.1,34,4.46,219.1,6.56,997.54,28.5,336,³²,11.015,0
2025-04-14 14:10,37.8,34,2.67,232.1,6.78,997.65,28.8,338,³²,11.04,0
2025-04-14 14:20,37.5,34,2.77,234.5,6.95,997.5,26.15,337.5,³²,11.1,0
2025-04-14 14:30,38.4,34,2.89,222.3,7.05,997.4,27.75,333.5,³²,11.115,0
2025-04-14 14:40,34.9,34,2.59,213.4,7.12,997.34,29,335.5,³²,11.14,0
2025-04-14 14:50,38.4,34,1.47,216.1,7.34,997.19,28.9,334,³²,11.14,0
2025-04-14 15:00,37.4,34,1.65,192.9,7.72,997.1,26.1,334.5,³²,11.15,0
2025-04-14 15:10,38.4,34,1.76,151.2,7.72,997.03,26.95,329.5,³²,11.175,0
2025-04-14 15:20,40.8,34,1.88,139.4,7.94,996.9,27.8,331.5,³²,11.175,0
2025-04-14 15:30,38.8,34,1.81,126.9,7.75,996.87,26.85,333.5,³²,11.215,0
2025-04-14 15:40,38.7,34,1.9,124.6,7.81,996.7,27.6,332.5,³²,11.23,0
2025-04-14 15:50,39.7,34,1.41,113.6,7.75,996.54,28.65,329.5,³²,11.25,0
2025-04-14 16:00,37.9,34,1.49,97.8,7.73,996.4,27.8,326.5,³²,11.265,0
2025-04-14 16:10,41,34,1.71,101.4,7.77,996.32,28.25,327.5,³²,11.32,0
2025-04-14 16:20,40.4,34,1.52,119.6,7.86,996.36,28.05,325.5,³²³²¼­,11.315,0
2025-04-14 16:30,40.8,34,1.71,135.5,7.81,996.3,27.65,330.5,¼­³²¼­,11.305,0
2025-04-14 16:40,40.1,34,1.47,153.7,7.74,996.3,27.3,331,³²¼­,11.315,0
2025-04-14 16:50,38.9,34,1.03,159.9,7.82,996.3,27.75,332.5,¼­³²¼­,11.34,0
2025-04-14 17:00,38.9,34,1.24,177,7.81,996.3,27.6,330.5,¼­³²¼­,11.41,0
2025-04-14 17:10,36.4,34,1.35,175,7.8,996.31,28.7,332,¼­³²¼­,11.415,0
2025-04-14 17:20,36.9,34,0.79,168.4,7.86,996.38,27.85,331.5,¼­ºÏ¼­,11.405,0
2025-04-14 17:30,38,34,0.36,121.8,7.87,996.4,28.55,332.5,¼­ºÏ¼­,11.435,0
2025-04-14 17:40,38.5,34,1.12,26.1,7.86,996.4,28.75,329.5,ºÏ¼­,11.475,0
2025-04-14 17:50,38.5,34,1.33,20.7,7.81,996.4,27.55,334,ºÏºÏ¼­,11.47,0
2025-04-14 18:00,33.9,34,1.75,20.9,7.71,996.34,26.3,331,ºÏºÏ¼­,11.47,0
2025-04-14 18:10,35,34,1.27,18.4,7.73,996.35,25.8,331,ºÏºÏ¼­,11.455,0
2025-04-14 18:20,36.5,34,1.09,20.7,7.69,996.32,26.6,330.5,ºÏ,11.45,0
2025-04-14 18:30,34.6,34,1.42,13.7,7.65,996.3,26.1,332.5,ºÏºÏ¼­,11.445,0
2025-04-14 18:40,34.9,34,1.25,310,7.55,996.3,25.75,327.5,ºÏºÏ¼­,11.47,0
2025-04-14 18:50,31.5,34,1.24,344.4,7.38,996.3,26.75,326,ºÏºÏ¼­,11.455,0
2025-04-14 19:00,34,34,1.1,330,7.26,996.3,28.4,323.5,ºÏºÏ¼­,11.465,0
2025-04-14 19:10,31.6,34,1.29,294.5,7.16,996.32,28.95,322.5,ºÏ,11.43,0
2025-04-14 19:20,32.1,34,1.43,300.5,7.08,996.44,26.5,322.5,ºÏ,11.39,0
2025-04-14 19:30,32.3,34,1.53,296.7,6.91,996.59,27.8,321.5,ºÏ,11.335,0
2025-04-14 19:40,28.5,34,0.86,290.3,6.91,996.87,30.65,321,ºÏ,11.265,0
2025-04-14 19:50,30.9,34,0.56,254.8,7.07,996.9,26.35,334,ºÏ,11.055,0
2025-04-14 20:00,30.3,34,1.33,267.9,7.02,996.96,21.5,344,ºÏ,10.945,0
2025-04-14 20:10,29.5,34,2.01,342.6,7.02,997.07,17.25,344.5,ºÏ,10.88,0
2025-04-14 20:20,29.2,34,1.85,289.2,7.1,997.18,15.2,346,ºÏ,10.845,0
2025-04-14 20:30,28.3,34,2.17,312.9,7.09,997.32,15.6,350,ºÏ,10.84,0
2025-04-14 20:40,28.9,34,1.95,286.9,7.1,997.41,15.85,9.5,ºÏºÏ¼­,10.845,0
2025-04-14 20:50,25.6,34,3.07,275.4,7.1,997.48,12.25,4,ºÏºÏ¼­,10.855,0
2025-04-14 21:00,26.6,33.99,2.76,269.8,7.1,997.61,11.05,11,ºÏ,10.845,0
2025-04-14 21:10,25,33.99,3.08,204.3,7.06,997.65,8.35,17.5,ºÏ,10.84,0
2025-04-14 21:20,25.4,33.99,2.86,244.9,7.03,997.81,8.1,18.5,ºÏ,10.825,0
2025-04-14 21:30,25.2,33.99,3.71,209.3,7,997.97,7.8,40,ºÏ,10.83,0
2025-04-14 21:40,22.6,33.98,3.38,178.4,6.98,998.02,7.45,32.5,ºÏºÏ¼­,10.8,0
2025-04-14 21:50,21.5,34,3.78,343.9,6.9,998.16,2.1,201.5,ºÏ,10.815,0
2025-04-14 22:00,23.6,34,2.64,308,6.9,998.26,2.85,38.5,ºÏºÏ¼­,10.805,0
2025-04-14 22:10,23.7,34,2.4,269.2,6.9,998.28,2.3,142.5,ºÏ,10.77,0
2025-04-14 22:20,23.2,34,3.34,75.8,6.9,998.27,1.45,205.5,ºÏºÏµ¿,10.775,0
2025-04-14 22:30,22.4,34,3.66,211.1,6.9,998.35,4.1,183.5,µ¿ºÏµ¿,10.775,0
2025-04-14 22:40,24.3,34,3.11,248.4,6.94,998.57,4.4,144,³²µ¿,10.76,0
2025-04-14 22:50,21.4,34,3.94,113,6.8,998.52,1.95,195,µ¿³²µ¿,10.75,0
2025-04-14 23:00,22.6,34,2.99,74,6.72,998.5,4.1,231.5,³²µ¿,10.725,0
2025-04-14 23:10,21.8,34,2.47,280.1,6.55,998.4,6.9,206,³²³²µ¿,10.725,0
2025-04-14 23:20,23.5,34,1.91,310.3,6.41,998.46,4.4,219,³²³²µ¿,10.715,0
2025-04-14 23:30,23.7,34,1.84,238.7,6.38,998.51,7.55,192.5,³²³²µ¿,10.685,0
2025-04-14 23:40,23.8,34,1.51,306.4,6.37,998.72,5.65,199,³²³²µ¿,10.695,0
2025-04-14 23:50,24.3,34,1.12,176.7,6.28,998.9,5.05,181.5,³²³²µ¿,10.685,0
2025-04-15 0:00,23.5,34,1.39,242.3,6.23,998.9,7.5,135,³²³²µ¿,10.69,0
2025-04-15 0:10,24.1,34,1.25,277.7,6.2,999.03,8.2,165,³²³²µ¿,10.67,0
2025-04-15 0:20,25.9,34,1.46,143.8,6.12,999.12,7.25,194.5,³²³²µ¿,10.65,0
2025-04-15 0:30,24.6,34,1.86,308,6.1,999.31,8.2,150,³²³²µ¿,10.66,0
2025-04-15 0:40,24.9,34,1.47,292.4,6.13,999.32,6.4,176,³²³²µ¿,10.675,0
2025-04-15 0:50,26.5,34,1.05,191.8,6.01,999.4,8.6,182,³²,10.68,0
2025-04-15 1:00,24.6,34,1.1,269.5,5.96,999.47,7.3,175.5,³²,10.705,0
2025-04-15 1:10,24.9,34,0.63,208.2,5.73,999.66,9.5,177,³²³²µ¿,10.71,0
2025-04-15 1:20,24.6,34,1.1,13,5.88,999.77,7.15,183,³²³²µ¿,10.72,0
2025-04-15 1:30,23.9,34,0.77,273.3,5.85,999.88,8,164.5,³²,10.67,0
2025-04-15 1:40,25.9,34,1.27,257.6,5.33,1000.07,9.95,181,³²,10.715,0
2025-04-15 1:50,26,34,0.88,258.1,5.14,1000.1,7.15,171.5,³²,10.725,0
2025-04-15 2:00,25.5,34,0.38,275.9,5.33,1000.18,6.9,172,³²,10.705,0
2025-04-15 2:10,24.9,34,0.58,291,5.93,1000.16,4.45,177.5,³²,10.675,0
2025-04-15 2:20,26.4,34,1.43,243.1,6.06,999.99,4.5,215.5,³²,10.705,0
2025-04-15 2:30,26.2,34,0.82,208.6,5.68,1000.19,5.5,267.5,³²,10.715,0
2025-04-15 2:40,26.8,34,1.39,352.8,5.71,1000.3,12.3,302,³²,10.82,0
2025-04-15 2:50,29.1,34,0.81,330.3,5.67,1000.38,20.7,312,³²,11.055,0
2025-04-15 3:00,27.8,34,1.1,328.9,5.95,1000.47,21,304.5,³²,11.1,0
2025-04-15 3:10,27.8,34,1.44,339.2,5.68,1000.54,19.7,307,³²,11.12,0
2025-04-15 3:20,29.5,34,1.16,341.9,5.33,1000.66,18.3,306,³²,11.08,0
2025-04-15 3:30,28.8,34,0.82,289.5,5.32,1000.6,17.1,303,³²,11.11,0
2025-04-15 3:40,29.2,34,1.43,269.8,5.27,1000.6,16.1,307,³²,11.15,0
2025-04-15 3:50,28.4,34,1.44,282,5.2,1000.63,18.05,308,³²³²µ¿,11.195,0
2025-04-15 4:00,30,34,1.55,263.5,5.05,1000.7,16.1,308,³²,11.165,0
2025-04-15 4:10,31.3,34,1.75,285.6,4.45,1000.8,16.95,314.5,³²,11.195,0
2025-04-15 4:20,30.1,34,1.4,274.2,4.91,1000.81,17.85,313,³²,11.215,0
2025-04-15 4:30,30,34,1.13,277.1,3.92,1000.88,17.65,314,³²,11.185,0
2025-04-15 4:40,29.3,34,1.14,304.5,3.94,1000.96,17.95,312,³²,11.205,0
2025-04-15 4:50,29.6,34,1.09,311.1,4.07,1001.07,19.45,312.5,³²³²¼­,11.21,0
2025-04-15 5:00,32.2,34.01,0.61,275.8,4.27,1000.96,16.35,321,³²³²¼­,11.245,0
2025-04-15 5:10,32.1,34.02,1.45,278.5,3.42,1000.99,17.8,312.5,³²¼­,11.26,0
2025-04-15 5:20,30.9,34.02,0.82,328,3.47,1000.96,15.9,317,³²¼­,11.235,0
2025-04-15 5:30,30.9,34.02,1.82,347.1,3.37,1000.9,15.45,321.5,¼­³²¼­,11.275,0
2025-04-15 5:40,31,34,0.9,306.8,3.23,1001,18.1,327.5,¼­³²¼­,11.245,0
2025-04-15 5:50,30.8,34.02,0.9,297.8,3.24,1001.11,16.9,324.5,¼­³²¼­,11.255,0
2025-04-15 6:00,29.9,34.05,1.62,269.7,2.84,1001.4,14.3,327.5,¼­³²¼­,11.25,0
2025-04-15 6:10,30.9,34.03,1.3,272.7,3.09,1001.69,17.2,329.5,ºÏ¼­,11.25,0
2025-04-15 6:20,30.8,34.03,0.9,280.5,3.79,1001.85,17.75,338,ºÏºÏ¼­,11.255,0
2025-04-15 6:30,30.8,34.04,0.22,284.6,4.59,1001.88,18.5,335,ºÏºÏ¼­,11.26,0
2025-04-15 6:40,29,34,0.12,221.2,5.38,1002,15.4,334.5,ºÏºÏ¼­,11.28,0
2025-04-15 6:50,30.3,34.03,1.02,224.2,5.99,1002.12,15.5,330,ºÏºÏ¼­,11.275,0
2025-04-15 7:00,29,34.02,2.22,267.8,6.33,1002.29,13.95,341.5,ºÏ,11.245,0
2025-04-15 7:10,30.5,34.02,2.4,268.2,6.63,1002.45,15.65,342,ºÏºÏ¼­,11.26,0
2025-04-15 7:20,30,34.03,1.7,251.9,6.87,1002.54,13.45,342,ºÏºÏ¼­,11.27,0
2025-04-15 7:30,29.9,34.02,2.47,250.7,7.12,1002.58,14.75,336.5,ºÏºÏ¼­,11.28,0
2025-04-15 7:40,30.1,34.04,2.46,271.4,7.46,1002.58,12.1,337,ºÏºÏ¼­,11.29,0
2025-04-15 7:50,28.2,34.06,3.95,266.6,7.73,1002.64,13.45,344.5,ºÏºÏ¼­,11.305,0
2025-04-15 8:00,28.8,34.03,4.16,274.1,7.78,1002.72,11.7,336,ºÏºÏ¼­,11.3,0
2025-04-15 8:10,29.9,34.02,4.02,285.2,8.03,1002.75,6.7,344,ºÏ,11.3,0
2025-04-15 8:20,30.5,34.01,4.14,272.9,8.3,1002.81,10.6,176.5,ºÏ,11.305,0
2025-04-15 8:30,28.3,34.03,4.18,269.8,8.56,1002.82,9.3,193.5,ºÏ,11.28,0
2025-04-15 8:40,26.7,34.04,3.85,258.4,8.69,1002.94,6.55,196,ºÏ,11.305,0
2025-04-15 8:50,26.3,34.06,3.08,250.1,9.05,1003.06,8.85,335,ºÏ,11.29,0
2025-04-15 9:00,26.7,34.08,4.17,259.4,9.4,1003.11,7.9,171.5,ºÏ,11.295,0
2025-04-15 9:10,29,34.08,1.69,220,9.96,1003.26,8.25,346.5,ºÏ,11.295,0
2025-04-15 9:20,26.7,34.06,2.64,303.6,10.17,1003.37,9.85,8.5,ºÏ,11.295,0
2025-04-15 9:30,26.5,34.05,3.11,291.4,10.28,1003.55,6.05,180,ºÏºÏµ¿,11.29,0
2025-04-15 9:40,23.4,34.08,3.42,283.2,10.55,1003.65,9.65,346.5,ºÏºÏµ¿,11.28,0
2025-04-15 9:50,22.6,34.03,4.35,272.2,10.81,1003.73,9.75,345.5,ºÏ,11.295,0
2025-04-15 10:00,25.1,34.04,3.85,254.7,10.92,1003.8,6.9,352.5,ºÏºÏµ¿,11.305,0
2025-04-15 10:10,25.1,34.04,5.07,266.4,11.17,1003.86,10.35,341.5,ºÏºÏµ¿,11.31,0
2025-04-15 10:20,25.6,34.03,6.07,256.5,11,1003.8,8.95,335,ºÏ,11.31,0
2025-04-15 10:30,23.9,34.06,5.99,249.1,11.22,1003.89,10.25,336,ºÏµ¿,11.33,0
2025-04-15 10:40,24.1,34.09,5.85,252.4,11.25,1003.82,9.7,339,³²µ¿,11.33,0
2025-04-15 10:50,21.9,34.1,5.29,255.5,11.58,1003.77,11.1,342.5,³²,11.335,0
2025-04-15 11:00,24.1,34.09,5.7,257.5,11.86,1003.7,10.35,169.5,³²,11.335,0
2025-04-15 11:10,23.2,34.07,5.42,283.6,12.1,1003.59,13.6,340.5,³²³²µ¿,11.345,0
2025-04-15 11:20,25.1,34.09,5.49,272.2,12.21,1003.45,12.75,344.5,³²,11.3,0
2025-04-15 11:30,26.1,34.05,5.32,258.3,12.51,1003.32,8.35,340,³²,11.245,0
2025-04-15 11:40,25.1,34.1,4.94,266.8,12.76,1003.24,4.75,9.5,³²,11.175,0
2025-04-15 11:50,24.1,34.1,5.49,253.1,12.72,1003.18,6.75,14.5,³²³²µ¿,11.16,0
2025-04-15 12:00,25.4,34.09,4.84,268.6,13.34,1003.15,4.65,28,³²³²µ¿,11.17,0
2025-04-15 12:10,24.6,34.09,4.51,255.3,13.44,1003.07,4.6,27,³²µ¿,11.18,0
2025-04-15 12:20,26.1,34.09,3.95,264.1,13.68,1003.02,10.25,198,³²³²µ¿,11.205,0
2025-04-15 12:30,27.7,34.1,4.97,175.9,12.98,1002.85,10.7,180,³²³²µ¿,11.305,0
2025-04-15 12:40,28,34.09,4.74,65.5,11.47,1002.79,9.9,187,³²³²µ¿,11.25,0
2025-04-15 12:50,27.5,34.1,5.12,74.6,11.29,1002.79,11.1,12.5,³²³²µ¿,11.305,0
2025-04-15 13:00,27.2,34.08,6.52,69.9,11.12,1002.73,12.45,357.5,³²³²µ¿,11.35,0
2025-04-15 13:10,26.8,34.1,6.49,68.5,11.11,1002.83,11.7,355.5,³²³²µ¿,11.355,0
2025-04-15 13:20,26.7,34.09,6.13,70.4,11.03,1002.85,12.8,10.5,³²³²µ¿,11.34,0
2025-04-15 13:30,28.7,34.09,6.27,70.6,10.82,1002.6,12.55,352,³²³²µ¿,11.365,0
2025-04-15 13:40,29.5,34.09,6.78,59.8,10.95,1002.47,12.55,5,³²³²µ¿,11.385,0
2025-04-15 13:50,26.6,34.1,5.58,54,10.68,1002.73,12.8,7.5,³²³²µ¿,11.41,0
2025-04-15 14:00,27.5,34.09,5.23,78.9,10.64,1002.71,10.7,350,³²³²µ¿,11.415,0
2025-04-15 14:10,28.9,34.08,6.17,71.2,11.21,1002.43,11.85,351.5,³²³²µ¿,11.445,0
2025-04-15 14:20,29.1,34.1,4.81,80.6,11.08,1002.51,11.15,169,³²³²µ¿,11.455,0
2025-04-15 14:30,28.7,34.09,5.36,70.5,11.18,1002.41,10.55,343.5,³²,11.46,0
2025-04-15 14:40,30.2,34.1,5.2,68.8,11.35,1002.32,11.15,346.5,³²,11.47,0
2025-04-15 14:50,28.8,34.06,5.26,72.7,11.26,1002.26,9.25,348,³²,11.5,0
2025-04-15 15:00,29.1,34.09,5.58,70,11.29,1002.19,11.55,333,³²,11.52,0
2025-04-15 15:10,30.5,34.08,4.69,83.7,11.27,1002.16,7.25,331.5,³²,11.515,0
2025-04-15 15:20,28.6,34.05,4.76,79,11.41,1002.01,7.55,315,³²,11.55,0
2025-04-15 15:30,28.5,34.07,4.95,81.9,11.55,1001.97,10.25,304.5,³²,11.52,0
2025-04-15 15:40,31.2,34.09,4.24,80.1,11.62,1002.05,10.45,299,³²,11.525,0
2025-04-15 15:50,30.9,34.08,2.61,74.3,12.21,1002.17,14.6,301.5,³²,11.57,0
2025-04-15 16:00,29.9,34.1,1.36,112.7,12.98,1002.2,13.15,311,³²,11.57,0
2025-04-15 16:10,27.8,34.1,0.81,84.5,13.76,1002.2,13.05,296,³²,11.575,0
2025-04-15 16:20,28.7,34.08,2.11,106.2,13.34,1002.19,12.65,319.5,³²,11.535,0
2025-04-15 16:30,28.6,34.07,2.97,266.6,14.36,1002.23,11.4,319.5,³²,11.5,0
2025-04-15 16:40,29.7,34.08,3.42,270.5,15.23,1002.27,10.8,329.5,³²³²¼­,11.495,0
2025-04-15 16:50,29.6,34.04,2.85,245.3,15.03,1002.41,11.4,337.5,³²³²¼­,11.49,0
2025-04-15 17:00,26.7,34.08,5.06,254.9,15.15,1002.29,9.75,349.5,³²³²¼­,11.47,0
2025-04-15 17:10,27.7,34.08,5.72,244.1,15.05,1002.29,9.75,337,³²³²¼­,11.48,0
2025-04-15 17:20,27.9,34.05,5.16,250.3,15.06,1002.37,8.65,347.5,¼­ºÏ¼­,11.51,0
2025-04-15 17:30,27.4,34.02,4.43,245.8,15.13,1002.27,7.35,13.5,¼­,11.44,0
2025-04-15 17:40,26.5,34.02,3.92,252.2,15.15,1002.24,7.3,32,¼­³²¼­,11.315,0
2025-04-15 17:50,27.2,34,4.61,245.2,15.04,1002.24,8.85,53,¼­,11.25,0
2025-04-15 18:00,25.7,34,5.5,244.9,14.85,1002.33,10.2,69,ºÏ¼­,11.165,0
2025-04-15 18:10,24.2,34.02,3.04,246.9,14.82,1002.56,7.45,64.5,ºÏ¼­,11.12,0
2025-04-15 18:20,25.1,34.03,3.99,241.3,14.67,1002.55,7.1,71.5,ºÏ¼­,11.11,0
2025-04-15 18:30,22.2,34.02,2.89,246,14.43,1002.72,5.85,69,ºÏºÏ¼­,11.095,0
2025-04-15 18:40,24.1,34,0.72,222.7,13.65,1002.8,6.25,68.5,ºÏ,11.105,0
2025-04-15 18:50,24.6,34,1.03,308.6,13.07,1002.85,4.55,80,ºÏ,11.115,0
2025-04-15 19:00,23.8,34.04,0.51,229,12.55,1003.07,4.2,79.5,ºÏºÏ¼­,11.1,0
2025-04-15 19:10,21.6,34.03,1.11,255.6,11.78,1003.19,2.55,116,ºÏºÏ¼­,11.09,0
2025-04-15 19:20,21.8,34.03,1.23,327,11.3,1003.35,1.85,85.5,ºÏºÏ¼­,11.1,0
2025-04-15 19:30,22.1,34.05,0.61,298.6,11.1,1003.53,2.05,170,ºÏºÏ¼­,11.085,0
2025-04-15 19:40,21.4,34.03,1.7,268.3,10.76,1003.75,0.95,47.5,ºÏºÏ¼­,11.07,0
2025-04-15 19:50,21.3,34.01,2.09,287.8,11.23,1003.99,1.2,67,ºÏºÏ¼­,11.07,0
2025-04-15 20:00,20.5,34.06,2.2,292.2,11.59,1004.14,0.85,81.5,ºÏºÏ¼­,11.07,0
2025-04-15 20:10,20.3,34,1.59,257.4,11.2,1004.39,1.65,103.5,ºÏ,11.07,0
2025-04-15 20:20,17.9,34.01,1.07,270.4,11.29,1004.57,1.35,148,ºÏºÏ¼­,11.075,0
2025-04-15 20:30,17.6,34.03,0.67,217.8,11.13,1004.67,1,121.5,ºÏ,11.075,0
